parDraw,param,stage,exposure,val,exposureNum
39,settlement,NA,high,2144.038973072372,2
40,surv,recruits,high,0.04306224360016793,2
40,surv,subcanopy,high,0.1138492646930231,2
40,surv,canopy,high,0.43435187196346947,2
40,settlement,NA,high,1389.209394318183,2
41,surv,recruits,high,0.00478066780911765,2
41,surv,subcanopy,high,0.7435156001587822,2
41,surv,canopy,high,0.2836467026022079,2
41,settlement,NA,high,1114.916908475457,2
42,surv,recruits,high,0.18609263340257298,2
42,surv,subcanopy,high,0.17550861850156643,2
42,surv,canopy,high,0.47331568245590205,2
42,settlement,NA,high,359.2876472257461,2
43,surv,recruits,high,0.010559243964066807,2
43,surv,subcanopy,high,0.3670544340116062,2
43,surv,canopy,high,0.3120552572924408,2
43,settlement,NA,high,2604.0625749464507,2
44,surv,recruits,high,0.16362456670955297,2
44,surv,subcanopy,high,0.26187433815089056,2
44,surv,canopy,high,0.5712986663295583,2
44,settlement,NA,high,1114.9814537762957,2
45,surv,recruits,high,0.02491801447574646,2
45,surv,subcanopy,high,0.7350548760023268,2
45,surv,canopy,high,0.6852065478003166,2
45,settlement,NA,high,2084.005297233729,2
46,surv,recruits,high,0.008279677263167941,2
46,surv,subcanopy,high,0.16647278304633734,2
46,surv,canopy,high,0.766252523319434,2
46,settlement,NA,high,2724.771555909199,2
47,surv,recruits,high,0.18047211434795843,2
47,surv,subcanopy,high,0.4769406480293181,2
47,surv,canopy,high,0.33890783249141454,2
47,settlement,NA,high,2653.4300777301096,2
48,surv,recruits,high,0.0037022873620595983,2
48,surv,subcanopy,high,0.28852615589012737,2
48,surv,canopy,high,0.3355430453070422,2
48,settlement,NA,high,1109.5305710543296,2
49,surv,recruits,high,0.03790127831111818,2
49,surv,subcanopy,high,0.48558465084613733,2
49,surv,canopy,high,0.5354124546746599,2
49,settlement,NA,high,1038.7194730626459,2
50,surv,recruits,high,0.038015077567339316,2
50,surv,subcanopy,high,0.4335677143896941,2
50,surv,canopy,high,0.4530550567720876,2
50,settlement,NA,high,606.8627397930767,2
51,surv,recruits,high,0.13258100120585378,2
51,surv,subcanopy,high,0.4006782782098465,2
51,surv,canopy,high,0.7178314960113625,2
51,settlement,NA,high,2758.1404746785806,2
52,surv,recruits,high,0.19694010343941287,2
52,surv,subcanopy,high,0.5919166782293604,2
52,surv,canopy,high,0.4191272753296609,2
52,settlement,NA,high,1413.4328492373913,2
53,surv,recruits,high,0.14030602873016007,2
53,surv,subcanopy,high,0.2882804390225354,2
53,surv,canopy,high,0.4740797186862308,2
53,settlement,NA,high,2002.1716298896135,2
54,surv,recruits,high,0.04228226866647102,2
54,surv,subcanopy,high,0.6610401937136278,2
54,surv,canopy,high,0.5314175033215462,2
54,settlement,NA,high,661.1281223974105,2
55,surv,recruits,high,0.19747032316474666,2
55,surv,subcanopy,high,0.3305466572261251,2
55,surv,canopy,high,0.3227810469534732,2
55,settlement,NA,high,1437.8731127747612,2
56,surv,recruits,high,0.17381265342673055,2
56,surv,subcanopy,high,0.5128707505356662,2
56,surv,canopy,high,0.7232276273566449,2
56,settlement,NA,high,2811.932933945997,2
57,surv,recruits,high,0.010120904933728447,2
57,surv,subcanopy,high,0.5655100984679292,2
57,surv,canopy,high,0.7432388795731601,2
57,settlement,NA,high,2438.455940280255,2
58,surv,recruits,high,0.05029393963876303,2
58,surv,subcanopy,high,0.47361959735063575,2
58,surv,canopy,high,0.3182019741112656,2
58,settlement,NA,high,1559.7201587621555,2
59,surv,recruits,high,0.21004869684941924,2
59,surv,subcanopy,high,0.6228615675326603,2
59,surv,canopy,high,0.31159014450611655,2
59,settlement,NA,high,1741.5212617800105,2
60,surv,recruits,high,0.0508428234007881,2
60,surv,subcanopy,high,0.5580653858074581,2
60,surv,canopy,high,0.7622845905564665,2
60,settlement,NA,high,827.5577208914733,2
61,surv,recruits,high,0.011460805771738842,2
61,surv,subcanopy,high,0.7947028453240861,2
61,surv,canopy,high,0.3908162899385954,2
61,settlement,NA,high,1951.902432082807,2
62,surv,recruits,high,0.12664571933941413,2
62,surv,subcanopy,high,0.4814116788482572,2
62,surv,canopy,high,0.4399891866599648,2
62,settlement,NA,high,2807.528651993792,2
63,surv,recruits,high,0.07382687549659547,2
63,surv,subcanopy,high,0.6284985627614873,2
63,surv,canopy,high,0.26138656112156705,2
63,settlement,NA,high,1269.2996869817243,2
64,surv,recruits,high,0.11189841617990672,2
64,surv,subcanopy,high,0.5223522610823917,2
64,surv,canopy,high,0.4698999312293359,2
64,settlement,NA,high,432.77351308296033,2
65,surv,recruits,high,0.07980458438059851,2
65,surv,subcanopy,high,0.35417428840717313,2
65,surv,canopy,high,0.7745650688175811,2
65,settlement,NA,high,307.6969328639826,2
66,surv,recruits,high,0.036892664635396484,2
66,surv,subcanopy,high,0.4992896877712504,2
66,surv,canopy,high,0.3526746574882756,2
66,settlement,NA,high,1740.6199617895734,2
67,surv,recruits,high,0.0419852882308446,2
67,surv,subcanopy,high,0.12843389384377377,2
67,surv,canopy,high,0.6129375955472144,2
67,settlement,NA,high,1805.9325925674316,2
68,surv,recruits,high,0.1468253001140625,2
68,surv,subcanopy,high,0.6037295170703492,2
68,surv,canopy,high,0.6480122427611565,2
68,settlement,NA,high,1670.6159944933413,2
69,surv,recruits,high,0.1409151023650344,2
69,surv,subcanopy,high,0.6620623685748968,2
69,surv,canopy,high,0.4999463715718353,2
69,settlement,NA,high,1667.4658244779312,2
70,surv,recruits,high,0.09905703355802963,2
70,surv,subcanopy,high,0.4961030753451857,2
70,surv,canopy,high,0.5317606578071786,2
70,settlement,NA,high,2705.3542647310755,2
71,surv,recruits,high,0.03214497326916766,2
71,surv,subcanopy,high,0.20062294454280988,2
71,surv,canopy,high,0.3227395997732432,2
71,settlement,NA,high,525.1575071994841,2
72,surv,recruits,high,0.10151975098162169,2
72,surv,subcanopy,high,0.31410468684980186,2
72,surv,canopy,high,0.4775048139648601,2
72,settlement,NA,high,2463.0503592793666,2
73,surv,recruits,high,0.09653695674283937,2
73,surv,subcanopy,high,0.682213783575858,2
73,surv,canopy,high,0.7307132579676905,2
73,settlement,NA,high,900.0979649183389,2
74,surv,recruits,high,0.1085127711563005,2
74,surv,subcanopy,high,0.6943387574386773,2
74,surv,canopy,high,0.6506908475633091,2
74,settlement,NA,high,852.5324609186621,2
75,surv,recruits,high,0.05838673794040632,2
75,surv,subcanopy,high,0.5293351740202951,2
75,surv,canopy,high,0.34289772686828396,2
75,settlement,NA,high,1708.4074462796077,2
76,surv,recruits,high,0.10807398319607009,2
76,surv,subcanopy,high,0.5543731580929416,2
76,surv,canopy,high,0.7413559139930159,2
76,settlement,NA,high,1879.6836658140014,2
77,surv,recruits,high,0.0632984192825004,2
77,surv,subcanopy,high,0.6757695169464087,2
77,surv,canopy,high,0.3130329700989163,2
77,settlement,NA,high,1876.1759545289274,2
78,surv,recruits,high,0.13164112996456623,2
78,surv,subcanopy,high,0.7732107159201084,2
78,surv,canopy,high,0.312850992736758,2
78,settlement,NA,high,442.29549153393936,2
79,surv,recruits,high,0.20916072553188497,2
79,surv,subcanopy,high,0.3026950758142196,2
79,surv,canopy,high,0.5245780394175102,2
79,settlement,NA,high,1268.0180562776443,2
80,surv,recruits,high,0.18403992904063604,2
80,surv,subcanopy,high,0.1650926060732403,2
80,surv,canopy,high,0.3710086842506162,2
80,settlement,NA,high,1141.1897550456004,2
81,surv,recruits,high,0.02982378818663163,2
81,surv,subcanopy,high,0.7874125865878802,2
81,surv,canopy,high,0.5714950552081336,2
81,settlement,NA,high,3153.1881416318624,2
82,surv,recruits,high,0.19810806218689764,2
82,surv,subcanopy,high,0.22920696207398775,2
82,surv,canopy,high,0.398894850831339,2
82,settlement,NA,high,1870.8975433650369,2
83,surv,recruits,high,0.031341442112748134,2
83,surv,subcanopy,high,0.20766717328491613,2
83,surv,canopy,high,0.6986785244716125,2
83,settlement,NA,high,556.6154057669105,2
84,surv,recruits,high,0.1341808117551048,2
84,surv,subcanopy,high,0.2860964472528228,2
84,surv,canopy,high,0.42359108360230846,2
84,settlement,NA,high,522.9303508288849,2
85,surv,recruits,high,0.19728929843298104,2
85,surv,subcanopy,high,0.43143365139880263,2
85,surv,canopy,high,0.40725157029628445,2
85,settlement,NA,high,2577.45570850265,2
86,surv,recruits,high,0.06751754166697005,2
86,surv,subcanopy,high,0.77106955946585,2
86,surv,canopy,high,0.6106784876934128,2
86,settlement,NA,high,983.7046691298792,2
87,surv,recruits,high,0.013376028177613911,2
87,surv,subcanopy,high,0.37343899541110515,2
87,surv,canopy,high,0.7001442063384629,2
87,settlement,NA,high,1289.5907683767384,2
88,surv,recruits,high,0.09148670134670696,2
88,surv,subcanopy,high,0.5222516152535983,2
88,surv,canopy,high,0.6054063601960791,2
88,settlement,NA,high,1306.8058905598018,2
89,surv,recruits,high,0.07839231762814766,2
89,surv,subcanopy,high,0.18919466966931225,2
89,surv,canopy,high,0.5506054386823624,2
89,settlement,NA,high,2506.1746509571153,2
90,surv,recruits,high,0.17526344889090356,2
90,surv,subcanopy,high,0.3668611204852573,2
90,surv,canopy,high,0.7078677103264716,2
90,settlement,NA,high,1171.957378574449,2
91,surv,recruits,high,0.009482705279358138,2
91,surv,subcanopy,high,0.6385671363347752,2
91,surv,canopy,high,0.7460253532421193,2
91,settlement,NA,high,1969.3788895044731,2
92,surv,recruits,high,0.1515061419100725,2
92,surv,subcanopy,high,0.24236235499728778,2
92,surv,canopy,high,0.73312779192416,2
92,settlement,NA,high,1337.570914897945,2
93,surv,recruits,high,0.13631448927206358,2
93,surv,subcanopy,high,0.4878022002355016,2
93,surv,canopy,high,0.2803975328025279,2
93,settlement,NA,high,2409.0516285973113,2
94,surv,recruits,high,0.19903635762911104,2
94,surv,subcanopy,high,0.5938304073024907,2
94,surv,canopy,high,0.4601955266196782,2
94,settlement,NA,high,1300.7785686351497,2
95,surv,recruits,high,0.20720225229526615,2
95,surv,subcanopy,high,0.19581844815959226,2
95,surv,canopy,high,0.6075284446771914,2
95,settlement,NA,high,1530.6620257968002,2
96,surv,recruits,high,0.1908646588130255,2
96,surv,subcanopy,high,0.6581475206143329,2
96,surv,canopy,high,0.4309214568960795,2
96,settlement,NA,high,2156.5102512105846,2
97,surv,recruits,high,0.08412129615170849,2
97,surv,subcanopy,high,0.5457264042244597,2
97,surv,canopy,high,0.4310725044568554,2
97,settlement,NA,high,2965.894328777092,2
98,surv,recruits,high,0.16951264389167942,2
98,surv,subcanopy,high,0.538660667778366,2
98,surv,canopy,high,0.3543064477194825,2
98,settlement,NA,high,274.7776498727379,2
99,surv,recruits,high,0.15254763846116653,2
99,surv,subcanopy,high,0.33468861390501126,2
99,surv,canopy,high,0.4344273059851511,2
99,settlement,NA,high,1301.0299249739023,2
100,surv,recruits,high,0.09572019383138075,2
100,surv,subcanopy,high,0.3671367183820604,2
100,surv,canopy,high,0.3527995034338696,2
100,settlement,NA,high,2718.484359190868,2
101,surv,recruits,high,0.1261405445874626,2
101,surv,subcanopy,high,0.4509871435987982,2
101,surv,canopy,high,0.6538807100295255,2
101,settlement,NA,high,1970.1647942829602,2
102,surv,recruits,high,0.058043022548818164,2
102,surv,subcanopy,high,0.7567376916335367,2
102,surv,canopy,high,0.5743961379397964,2
102,settlement,NA,high,2307.11631360889,2
103,surv,recruits,high,0.0795255502559566,2
103,surv,subcanopy,high,0.7829557238071283,2
103,surv,canopy,high,0.31944878022647016,2
103,settlement,NA,high,602.4250647780632,2
104,surv,recruits,high,0.17491636701059277,2
104,surv,subcanopy,high,0.2963797800173419,2
104,surv,canopy,high,0.5891476226523549,2
104,settlement,NA,high,319.8489021189985,2
105,surv,recruits,high,0.16889781879289842,2
105,surv,subcanopy,high,0.5530590506501346,2
105,surv,canopy,high,0.7123688457815569,2
105,settlement,NA,high,2395.9200460195507,2
106,surv,recruits,high,0.030141220662135763,2
106,surv,subcanopy,high,0.5603701699947787,2
106,surv,canopy,high,0.2994170919281961,2
106,settlement,NA,high,1697.5522518022794,2
107,surv,recruits,high,0.10236471031853345,2
107,surv,subcanopy,high,0.7443936951414464,2
107,surv,canopy,high,0.28221016682636163,2
107,settlement,NA,high,2532.519338134456,2
108,surv,recruits,high,0.1437373294894218,2
108,surv,subcanopy,high,0.6845005295269495,2
108,surv,canopy,high,0.4100215761695507,2
108,settlement,NA,high,2893.642156992608,2
109,surv,recruits,high,0.004361193492498003,2
109,surv,subcanopy,high,0.4753412046670009,2
109,surv,canopy,high,0.39827563259048615,2
109,settlement,NA,high,1346.8313512543136,2
110,surv,recruits,high,0.09477580211903448,2
110,surv,subcanopy,high,0.1729926191679652,2
110,surv,canopy,high,0.5179363912627883,2
110,settlement,NA,high,562.1515920322277,2
111,surv,recruits,high,0.20657755641116718,2
111,surv,subcanopy,high,0.1576668058956025,2
111,surv,canopy,high,0.37098707874462533,2
111,settlement,NA,high,2176.615403645978,2
112,surv,recruits,high,0.008154467829020077,2
112,surv,subcanopy,high,0.46809171148491846,2
112,surv,canopy,high,0.6079102282123672,2
112,settlement,NA,high,1615.924321091218,2
113,surv,recruits,high,0.023598863652593914,2
113,surv,subcanopy,high,0.2602838574038808,2
113,surv,canopy,high,0.2995343898495364,2
113,settlement,NA,high,2153.438363395307,2
114,surv,recruits,high,0.09623632926924644,2
114,surv,subcanopy,high,0.39647235628244815,2
114,surv,canopy,high,0.38499385205680436,2
114,settlement,NA,high,1106.0188706998895,2
115,surv,recruits,high,0.09043434018120668,2
115,surv,subcanopy,high,0.5316833250076882,2
115,surv,canopy,high,0.49411214566451045,2
115,settlement,NA,high,2533.2500185853214,2
116,surv,recruits,high,0.10005497026539671,2
116,surv,subcanopy,high,0.3741384138626238,2
116,surv,canopy,high,0.4563125007146862,2
116,settlement,NA,high,1005.0278824433335,2
117,surv,recruits,high,0.042307999018078926,2
117,surv,subcanopy,high,0.3228937211371714,2
117,surv,canopy,high,0.5015151300930407,2
117,settlement,NA,high,2843.7208460220622,2
118,surv,recruits,high,0.1484402839826461,2
118,surv,subcanopy,high,0.6714019673550558,2
118,surv,canopy,high,0.29704049675730576,2
118,settlement,NA,high,3037.056996887261,2
119,surv,recruits,high,0.21240982856715093,2
119,surv,subcanopy,high,0.631194376823992,2
119,surv,canopy,high,0.4597001291726731,2
119,settlement,NA,high,1864.8658663950052,2
120,surv,recruits,high,0.15544716252344382,2
120,surv,subcanopy,high,0.1079024600132356,2
120,surv,canopy,high,0.732212733621601,2
120,settlement,NA,high,2809.9823648124816,2
121,surv,recruits,high,0.18191878880435858,2
121,surv,subcanopy,high,0.7167414756615726,2
121,surv,canopy,high,0.33940536475656347,2
121,settlement,NA,high,2778.918330461115,2
122,surv,recruits,high,0.21540475454959626,2
122,surv,subcanopy,high,0.48106961915816004,2
122,surv,canopy,high,0.6572679932335754,2
122,settlement,NA,high,435.15169440214066,2
123,surv,recruits,high,0.12065885540282711,2
123,surv,subcanopy,high,0.32134132377068414,2
123,surv,canopy,high,0.4106170905507432,2
123,settlement,NA,high,2480.675737806405,2
124,surv,recruits,high,0.007652267972192703,2
124,surv,subcanopy,high,0.48787341200974,2
124,surv,canopy,high,0.3499478889692202,2
124,settlement,NA,high,2429.5157405459,2
125,surv,recruits,high,0.17358078622212295,2
125,surv,subcanopy,high,0.6483363655260171,2
125,surv,canopy,high,0.7766763834734841,2
125,settlement,NA,high,1380.9356721877803,2
126,surv,recruits,high,0.13720978527554853,2
126,surv,subcanopy,high,0.42534403693232903,2
126,surv,canopy,high,0.553308660663403,2
126,settlement,NA,high,255.83846865189938,2
127,surv,recruits,high,0.03593519590446112,2
127,surv,subcanopy,high,0.7992464299810579,2
127,surv,canopy,high,0.6393432648304914,2
127,settlement,NA,high,2419.6845351936654,2
128,surv,recruits,high,0.09718947309596396,2
128,surv,subcanopy,high,0.30142765336803945,2
128,surv,canopy,high,0.28777825902317034,2
128,settlement,NA,high,2298.681312975089,2
129,surv,recruits,high,0.026950077567596223,2
129,surv,subcanopy,high,0.5801830729329038,2
129,surv,canopy,high,0.4690682298616568,2
129,settlement,NA,high,2014.7595450676483,2
130,surv,recruits,high,0.08407837549012039,2
130,surv,subcanopy,high,0.52418720895911175,2
130,surv,canopy,high,0.6630958463947074,2
130,settlement,NA,high,2955.721479627438,2
131,surv,recruits,high,0.0510931352617766,2
131,surv,subcanopy,high,0.34687217173458174,2
131,surv,canopy,high,0.5758068202813119,2
131,settlement,NA,high,1455.7383349622105,2
132,surv,recruits,high,0.1511894379938707,2
132,surv,subcanopy,high,0.13707717352236076,2
132,surv,canopy,high,0.6629966866834627,2
132,settlement,NA,high,1868.886155106126,2
133,surv,recruits,high,0.09361735026048051,2
133,surv,subcanopy,high,0.39939600594665026,2
133,surv,canopy,high,0.7089392634212954,2
133,settlement,NA,high,1690.9155403808445,2
134,surv,recruits,high,0.012147187126996762,2
134,surv,subcanopy,high,0.2349166772297906,2
134,surv,canopy,high,0.32120583678134257,2
134,settlement,NA,high,874.8825095298373,2
135,surv,recruits,high,0.04038516396723874,2
135,surv,subcanopy,high,0.6526998845295152,2
135,surv,canopy,high,0.5191180708510101,2
135,settlement,NA,high,1371.3119613987515,2
136,surv,recruits,high,0.06905308139946183,2
136,surv,subcanopy,high,0.6126547615513955,2
136,surv,canopy,high,0.5263519567063253,2
136,settlement,NA,high,1473.896216890994,2
137,surv,recruits,high,0.04441620015970339,2
137,surv,subcanopy,high,0.7822269113577998,2
137,surv,canopy,high,0.42223522907381994,2
137,settlement,NA,high,2998.0431520078164,2
138,surv,recruits,high,0.1057379917567006,2
138,surv,subcanopy,high,0.46628842276609594,2
138,surv,canopy,high,0.3714192247191441,2
138,settlement,NA,high,1668.1601944352703,2
139,surv,recruits,high,0.07580645748317087,2
139,surv,subcanopy,high,0.1987937627205692,2
139,surv,canopy,high,0.43232543928677025,2
139,settlement,NA,high,541.3664679245528,2
140,surv,recruits,high,0.10212589801263516,2
140,surv,subcanopy,high,0.24929535153162455,2
140,surv,canopy,high,0.36761430181584404,2
140,settlement,NA,high,2950.447143319351,2
141,surv,recruits,high,0.054050953930900154,2
141,surv,subcanopy,high,0.24222507466975313,2
141,surv,canopy,high,0.6789671821911878,2
141,settlement,NA,high,1586.9749784739145,2
142,surv,recruits,high,0.06854374312298502,2
142,surv,subcanopy,high,0.11372003560842794,2
142,surv,canopy,high,0.2919606175303999,2
142,settlement,NA,high,622.6510065936077,2
143,surv,recruits,high,0.0059656304980776195,2
143,surv,subcanopy,high,0.5060388163551394,2
143,surv,canopy,high,0.30709640646115144,2
143,settlement,NA,high,2527.038252359887,2
144,surv,recruits,high,0.19580855589563242,2
144,surv,subcanopy,high,0.6734301203118147,2
144,surv,canopy,high,0.3183732866512665,2
144,settlement,NA,high,2324.949698650458,2
145,surv,recruits,high,0.15796083111354667,2
145,surv,subcanopy,high,0.2578585958794476,2
145,surv,canopy,high,0.5470623943659076,2
145,settlement,NA,high,1491.3143450694442,2
146,surv,recruits,high,0.05662871003536922,2
146,surv,subcanopy,high,0.4223661173802601,2
146,surv,canopy,high,0.6468629547241185,2
146,settlement,NA,high,1450.1344887948953,2
147,surv,recruits,high,0.12540374393391432,2
147,surv,subcanopy,high,0.5687542805783654,2
147,surv,canopy,high,0.749340370565347,2
147,settlement,NA,high,1191.8108924060361,2
148,surv,recruits,high,0.07809382493500328,2
148,surv,subcanopy,high,0.49417339310339303,2
148,surv,canopy,high,0.6634244777753135,2
148,settlement,NA,high,566.1628607144905,2
149,surv,recruits,high,0.09205428389469211,2
149,surv,subcanopy,high,0.15642524121823198,2
149,surv,canopy,high,0.7589689491907115,2
149,settlement,NA,high,466.26924911341325,2
150,surv,recruits,high,0.2160491742719837,2
150,surv,subcanopy,high,0.6601915918936426,2
150,surv,canopy,high,0.5528593324821838,2
150,settlement,NA,high,1711.1564111120756,2
151,surv,recruits,high,0.1157583186622626,2
151,surv,subcanopy,high,0.5151303212418307,2
151,surv,canopy,high,0.7090756339701331,2
151,settlement,NA,high,2641.18479496901,2
152,surv,recruits,high,0.04885803178339029,2
152,surv,subcanopy,high,0.300215627934888,2
152,surv,canopy,high,0.4612571502795717,2
152,settlement,NA,high,2973.7334644227876,2
153,surv,recruits,high,0.021346030381828966,2
153,surv,subcanopy,high,0.30414723247866915,2
153,surv,canopy,high,0.59490480644248,2
153,settlement,NA,high,287.80919439459916,2
154,surv,recruits,high,0.13471655738070915,2
154,surv,subcanopy,high,0.3814721841568146,2
154,surv,canopy,high,0.4473988512826481,2
154,settlement,NA,high,1166.3941377571678,2
155,surv,recruits,high,0.03481847970632658,2
155,surv,subcanopy,high,0.2503671269018034,2
155,surv,canopy,high,0.6168987953096161,2
155,settlement,NA,high,880.4569973642331,2
156,surv,recruits,high,0.027325093107565646,2
156,surv,subcanopy,high,0.7022359895205968,2
156,surv,canopy,high,0.6802312444176798,2
156,settlement,NA,high,2578.06979342326,2
