parDraw,param,stage,exposure,val,exposureNum
11,growStipe,canopy,NA,53.16424943741907,NA
11,growFrond,recruits,NA,0.18699352379160405,NA
11,growFrond,subcanopy,NA,0.19908761627631882,NA
11,growFrond,canopy,NA,0.4265945892541736,NA
11,loss,NA,NA,0.414946735271176,NA
11,densityEffShape,NA,NA,1.4423521102871746,NA
12,growStipe,recruits,NA,202.60039342755326,NA
12,growStipe,subcanopy,NA,181.8248787931098,NA
12,growStipe,canopy,NA,48.62425973378382,NA
12,growFrond,recruits,NA,0.20192730138711734,NA
12,growFrond,subcanopy,NA,0.2857761424969602,NA
12,growFrond,canopy,NA,0.4151325206866825,NA
12,loss,NA,NA,0.09397607137565203,NA
12,densityEffShape,NA,NA,1.2258647456765175,NA
13,growStipe,recruits,NA,224.45717508426526,NA
13,growStipe,subcanopy,NA,186.47961485045667,NA
13,growStipe,canopy,NA,51.74754409046723,NA
13,growFrond,recruits,NA,0.16999718778947276,NA
13,growFrond,subcanopy,NA,0.21015829687414517,NA
13,growFrond,canopy,NA,0.4378874702004052,NA
13,loss,NA,NA,0.43473680629417566,NA
13,densityEffShape,NA,NA,1.4306271700188518,NA
14,growStipe,recruits,NA,211.05830311850053,NA
14,growStipe,subcanopy,NA,170.95327946485415,NA
14,growStipe,canopy,NA,71.69484718657787,NA
14,growFrond,recruits,NA,0.19013026520047188,NA
14,growFrond,subcanopy,NA,0.22864333475872592,NA
14,growFrond,canopy,NA,0.3806767432554742,NA
14,loss,NA,NA,0.4158314913564083,NA
14,densityEffShape,NA,NA,0.907189627410844,NA
15,growStipe,recruits,NA,158.43439678213394,NA
15,growStipe,subcanopy,NA,191.76567833065155,NA
15,growStipe,canopy,NA,44.33393935743632,NA
15,growFrond,recruits,NA,0.16146225544222872,NA
15,growFrond,subcanopy,NA,0.20458367472648137,NA
15,growFrond,canopy,NA,0.3619248764232964,NA
15,loss,NA,NA,0.3682391801308672,NA
15,densityEffShape,NA,NA,1.2413870408199728,NA
16,growStipe,recruits,NA,210.30168017383156,NA
16,growStipe,subcanopy,NA,169.62978367190797,NA
16,growStipe,canopy,NA,65.55430827638318,NA
16,growFrond,recruits,NA,0.17550991291014167,NA
16,growFrond,subcanopy,NA,0.27450494891294175,NA
16,growFrond,canopy,NA,0.38086790485183775,NA
16,loss,NA,NA,0.49714290113256554,NA
16,densityEffShape,NA,NA,1.3569296183995903,NA
17,growStipe,recruits,NA,160.67370667235983,NA
17,growStipe,subcanopy,NA,216.24727042260693,NA
17,growStipe,canopy,NA,66.30096535962849,NA
17,growFrond,recruits,NA,0.19019109287122038,NA
17,growFrond,subcanopy,NA,0.1845995498487216,NA
17,growFrond,canopy,NA,0.34963906446120696,NA
17,loss,NA,NA,0.28956170988078034,NA
17,densityEffShape,NA,NA,1.4928999240510166,NA
18,growStipe,recruits,NA,195.88163666915412,NA
18,growStipe,subcanopy,NA,173.51310181366915,NA
18,growStipe,canopy,NA,47.06550809653868,NA
18,growFrond,recruits,NA,0.18099612563638093,NA
18,growFrond,subcanopy,NA,0.23597698050910249,NA
18,growFrond,canopy,NA,0.3488170631960894,NA
18,loss,NA,NA,0.11373765049657875,NA
18,densityEffShape,NA,NA,1.2296100854873657,NA
19,growStipe,recruits,NA,224.508173606669,NA
19,growStipe,subcanopy,NA,165.48418473335542,NA
19,growStipe,canopy,NA,48.29810154155008,NA
19,growFrond,recruits,NA,0.20044193126619286,NA
19,growFrond,subcanopy,NA,0.22576252529442187,NA
19,growFrond,canopy,NA,0.4321217474210535,NA
19,loss,NA,NA,0.3460078546123839,NA
19,densityEffShape,NA,NA,0.6340332380495965,NA
20,growStipe,recruits,NA,171.42688097786078,NA
20,growStipe,subcanopy,NA,213.55932893069314,NA
20,growStipe,canopy,NA,71.22481434053759,NA
20,growFrond,recruits,NA,0.17777337658104847,NA
20,growFrond,subcanopy,NA,0.2742589974912845,NA
20,growFrond,canopy,NA,0.4035916073134904,NA
20,loss,NA,NA,0.37023478149793987,NA
20,densityEffShape,NA,NA,1.412180231884122,NA
21,growStipe,recruits,NA,161.89822115141965,NA
21,growStipe,subcanopy,NA,208.78327880691683,NA
21,growStipe,canopy,NA,67.0899766241706,NA
21,growFrond,recruits,NA,0.19259123262423483,NA
21,growFrond,subcanopy,NA,0.2768024416880777,NA
21,growFrond,canopy,NA,0.43557346346528536,NA
21,loss,NA,NA,0.4876451524321094,NA
21,densityEffShape,NA,NA,1.140299242688343,NA
22,growStipe,recruits,NA,206.40988454894327,NA
22,growStipe,subcanopy,NA,166.43207154377814,NA
22,growStipe,canopy,NA,70.1632883999578,NA
22,growFrond,recruits,NA,0.16698907212164474,NA
22,growFrond,subcanopy,NA,0.1831136028225705,NA
22,growFrond,canopy,NA,0.3974691116262467,NA
22,loss,NA,NA,0.12081809137605129,NA
22,densityEffShape,NA,NA,0.9821648364886642,NA
23,growStipe,recruits,NA,216.8149553742615,NA
23,growStipe,subcanopy,NA,180.45384427811717,NA
23,growStipe,canopy,NA,63.90620477535643,NA
23,growFrond,recruits,NA,0.16067087654670126,NA
23,growFrond,subcanopy,NA,0.281141301420555,NA
23,growFrond,canopy,NA,0.417032346550146,NA
23,loss,NA,NA,0.2897837924199426,NA
23,densityEffShape,NA,NA,1.3066203801427037,NA
24,growStipe,recruits,NA,173.90919369417844,NA
24,growStipe,subcanopy,NA,182.15768758246466,NA
24,growStipe,canopy,NA,50.45593045052683,NA
24,growFrond,recruits,NA,0.1512430449325247,NA
24,growFrond,subcanopy,NA,0.25108507006881303,NA
24,growFrond,canopy,NA,0.4064735174054166,NA
24,loss,NA,NA,0.1389638773707058,NA
24,densityEffShape,NA,NA,0.5996023206971586,NA
25,growStipe,recruits,NA,226.7156028053115,NA
25,growStipe,subcanopy,NA,211.2427873409461,NA
25,growStipe,canopy,NA,50.52141796810526,NA
25,growFrond,recruits,NA,0.16452358523966937,NA
25,growFrond,subcanopy,NA,0.27473096192873137,NA
25,growFrond,canopy,NA,0.46354629062192254,NA
25,loss,NA,NA,0.32452796406165785,NA
25,densityEffShape,NA,NA,0.8822323537897319,NA
26,growStipe,recruits,NA,180.19133775190483,NA
26,growStipe,subcanopy,NA,198.57306338329715,NA
26,growStipe,canopy,NA,44.32056309142637,NA
26,growFrond,recruits,NA,0.15193613586389063,NA
26,growFrond,subcanopy,NA,0.22775390429253653,NA
26,growFrond,canopy,NA,0.4425551158387375,NA
26,loss,NA,NA,0.3837798513562043,NA
26,densityEffShape,NA,NA,0.9110070804599673,NA
27,growStipe,recruits,NA,180.60908885705317,NA
27,growStipe,subcanopy,NA,187.58164830733836,NA
27,growStipe,canopy,NA,69.93969593426992,NA
27,growFrond,recruits,NA,0.18081951735631385,NA
27,growFrond,subcanopy,NA,0.18427578161093025,NA
27,growFrond,canopy,NA,0.3648530859122352,NA
27,loss,NA,NA,0.19543876505226093,NA
27,densityEffShape,NA,NA,0.76162910903804,NA
28,growStipe,recruits,NA,203.4768144151146,NA
28,growStipe,subcanopy,NA,193.60969092735712,NA
28,growStipe,canopy,NA,50.07131941389068,NA
28,growFrond,recruits,NA,0.19321045162314548,NA
28,growFrond,subcanopy,NA,0.2090717562901439,NA
28,growFrond,canopy,NA,0.34185803934195236,NA
28,loss,NA,NA,0.22794314296251791,NA
28,densityEffShape,NA,NA,1.1860801968723536,NA
29,growStipe,recruits,NA,205.59913533767093,NA
29,growStipe,subcanopy,NA,223.3146550881768,NA
29,growStipe,canopy,NA,57.94328113941015,NA
29,growFrond,recruits,NA,0.19041143778219,NA
29,growFrond,subcanopy,NA,0.2542520853122736,NA
29,growFrond,canopy,NA,0.3737624456308987,NA
29,loss,NA,NA,0.48087409674710835,NA
29,densityEffShape,NA,NA,0.9361397514585406,NA
30,growStipe,recruits,NA,193.4376597303374,NA
30,growStipe,subcanopy,NA,203.00039586412453,NA
30,growStipe,canopy,NA,72.18104430654311,NA
30,growFrond,recruits,NA,0.19787303648704452,NA
30,growFrond,subcanopy,NA,0.2565334704513389,NA
30,growFrond,canopy,NA,0.4320864727485756,NA
30,loss,NA,NA,0.17513961155445096,NA
30,densityEffShape,NA,NA,0.676303583662957,NA
31,growStipe,recruits,NA,206.2997501793289,NA
31,growStipe,subcanopy,NA,202.60115997594383,NA
31,growStipe,canopy,NA,46.839122789825005,NA
31,growFrond,recruits,NA,0.2025894124282927,NA
31,growFrond,subcanopy,NA,0.1677331718605843,NA
31,growFrond,canopy,NA,0.394173200580077,NA
31,loss,NA,NA,0.45166003351476824,NA
31,densityEffShape,NA,NA,0.64330676314421,NA
32,growStipe,recruits,NA,173.93265161712537,NA
32,growStipe,subcanopy,NA,217.00399606130586,NA
32,growStipe,canopy,NA,45.3872533832206,NA
32,growFrond,recruits,NA,0.16244231515426624,NA
32,growFrond,subcanopy,NA,0.2642815053054608,NA
32,growFrond,canopy,NA,0.4293153244536596,NA
32,loss,NA,NA,0.2973516726125141,NA
32,densityEffShape,NA,NA,0.9204225619323552,NA
33,growStipe,recruits,NA,165.11259403880135,NA
33,growStipe,subcanopy,NA,225.84872191215408,NA
33,growStipe,canopy,NA,54.09716242425192,NA
33,growFrond,recruits,NA,0.20122343999688597,NA
33,growFrond,subcanopy,NA,0.23731448813239087,NA
33,growFrond,canopy,NA,0.44687334780780247,NA
33,loss,NA,NA,0.21143800518887523,NA
33,densityEffShape,NA,NA,0.8373135426081717,NA
34,growStipe,recruits,NA,176.71777485586762,NA
34,growStipe,subcanopy,NA,211.59387859124024,NA
34,growStipe,canopy,NA,70.910680529653,NA
34,growFrond,recruits,NA,0.1924816012706213,NA
34,growFrond,subcanopy,NA,0.17818362258228562,NA
34,growFrond,canopy,NA,0.36357673265362744,NA
34,loss,NA,NA,0.18007740777029332,NA
34,densityEffShape,NA,NA,1.461557944305241,NA
35,growStipe,recruits,NA,211.53727705405447,NA
35,growStipe,subcanopy,NA,221.8814154386701,NA
35,growStipe,canopy,NA,54.865067011437986,NA
35,growFrond,recruits,NA,0.188908585216653,NA
35,growFrond,subcanopy,NA,0.23062515068319345,NA
35,growFrond,canopy,NA,0.4403307023218458,NA
35,loss,NA,NA,0.39928562817697166,NA
35,densityEffShape,NA,NA,1.3249220470897853,NA
36,growStipe,recruits,NA,190.554138878856,NA
36,growStipe,subcanopy,NA,185.55600517525943,NA
36,growStipe,canopy,NA,44.1343655145245,NA
36,growFrond,recruits,NA,0.1798356793982151,NA
36,growFrond,subcanopy,NA,0.17937187583782566,NA
36,growFrond,canopy,NA,0.4162852188442313,NA
36,loss,NA,NA,0.4008464606802994,NA
36,densityEffShape,NA,NA,0.6106260539963841,NA
37,growStipe,recruits,NA,161.15258961751817,NA
37,growStipe,subcanopy,NA,228.6397488937647,NA
37,growStipe,canopy,NA,62.95848286132927,NA
37,growFrond,recruits,NA,0.18477474671844402,NA
37,growFrond,subcanopy,NA,0.18392901811155601,NA
37,growFrond,canopy,NA,0.3386582551064217,NA
37,loss,NA,NA,0.3258042265518716,NA
37,densityEffShape,NA,NA,0.7026948614511639,NA
38,growStipe,recruits,NA,196.72590890901228,NA
38,growStipe,subcanopy,NA,169.48872299000843,NA
38,growStipe,canopy,NA,53.35091609414801,NA
38,growFrond,recruits,NA,0.15489140625324924,NA
38,growFrond,subcanopy,NA,0.24111590350295858,NA
38,growFrond,canopy,NA,0.3874228497195474,NA
38,loss,NA,NA,0.13659087757235683,NA
38,densityEffShape,NA,NA,1.0137496078386903,NA
39,growStipe,recruits,NA,215.2665697340566,NA
39,growStipe,subcanopy,NA,205.33009319445736,NA
39,growStipe,canopy,NA,60.60478233357983,NA
39,growFrond,recruits,NA,0.20161268219319706,NA
39,growFrond,subcanopy,NA,0.21722835133793578,NA
39,growFrond,canopy,NA,0.3966937576474477,NA
39,loss,NA,NA,0.21511235642499596,NA
39,densityEffShape,NA,NA,0.9186321161687374,NA
40,growStipe,recruits,NA,216.39974201150486,NA
40,growStipe,subcanopy,NA,192.2545353159906,NA
40,growStipe,canopy,NA,60.17387925629336,NA
40,growFrond,recruits,NA,0.15401038157186925,NA
40,growFrond,subcanopy,NA,0.23068150309824248,NA
40,growFrond,canopy,NA,0.4138103308081605,NA
40,loss,NA,NA,0.44872265765977204,NA
40,densityEffShape,NA,NA,0.5914771680254489,NA
41,growStipe,recruits,NA,176.90014050203018,NA
41,growStipe,subcanopy,NA,166.24287864148678,NA
41,growStipe,canopy,NA,44.22650126543884,NA
41,growFrond,recruits,NA,0.19644376797649732,NA
41,growFrond,subcanopy,NA,0.19339934224130675,NA
41,growFrond,canopy,NA,0.4379180445025256,NA
41,loss,NA,NA,0.31049700567629734,NA
41,densityEffShape,NA,NA,0.9340709866955876,NA
42,growStipe,recruits,NA,159.50861491129507,NA
42,growStipe,subcanopy,NA,197.51197840088633,NA
42,growStipe,canopy,NA,57.77163053662977,NA
42,growFrond,recruits,NA,0.18004621440159957,NA
42,growFrond,subcanopy,NA,0.18077356782220527,NA
42,growFrond,canopy,NA,0.4227339000738308,NA
42,loss,NA,NA,0.42822852927042243,NA
42,densityEffShape,NA,NA,1.324700933182612,NA
43,growStipe,recruits,NA,169.45552615793477,NA
43,growStipe,subcanopy,NA,205.61481454360887,NA
43,growStipe,canopy,NA,66.44545786269289,NA
43,growFrond,recruits,NA,0.19117078440392474,NA
43,growFrond,subcanopy,NA,0.2540326906591306,NA
43,growFrond,canopy,NA,0.4335628764755494,NA
43,loss,NA,NA,0.36728682911774857,NA
43,densityEffShape,NA,NA,1.4311577123589814,NA
44,growStipe,recruits,NA,219.38008663255803,NA
44,growStipe,subcanopy,NA,163.71353810582582,NA
44,growStipe,canopy,NA,65.63365866461238,NA
44,growFrond,recruits,NA,0.19070948671245372,NA
44,growFrond,subcanopy,NA,0.23793676121345458,NA
44,growFrond,canopy,NA,0.36059018568618123,NA
44,loss,NA,NA,0.1046605076619698,NA
44,densityEffShape,NA,NA,0.6073838209267706,NA
45,growStipe,recruits,NA,158.2191963576807,NA
45,growStipe,subcanopy,NA,228.9797302983327,NA
45,growStipe,canopy,NA,47.9057630960709,NA
45,growFrond,recruits,NA,0.16713368572186157,NA
45,growFrond,subcanopy,NA,0.25769329404865027,NA
45,growFrond,canopy,NA,0.37963085385417594,NA
45,loss,NA,NA,0.47753774860042764,NA
45,densityEffShape,NA,NA,1.0825209487229586,NA
46,growStipe,recruits,NA,195.65365552057656,NA
46,growStipe,subcanopy,NA,178.5141589053018,NA
46,growStipe,canopy,NA,60.63767297757599,NA
46,growFrond,recruits,NA,0.16594547095527035,NA
46,growFrond,subcanopy,NA,0.21065460750951967,NA
46,growFrond,canopy,NA,0.38576907482795125,NA
46,loss,NA,NA,0.46795484006179744,NA
46,densityEffShape,NA,NA,0.9362112628296018,NA
47,growStipe,recruits,NA,172.8715068435427,NA
47,growStipe,subcanopy,NA,183.265807300699,NA
47,growStipe,canopy,NA,62.81159701099402,NA
47,growFrond,recruits,NA,0.15725330040802296,NA
47,growFrond,subcanopy,NA,0.1986389312936499,NA
47,growFrond,canopy,NA,0.4562965674038738,NA
47,loss,NA,NA,0.22068004760843998,NA
47,densityEffShape,NA,NA,1.3679329904261976,NA
48,growStipe,recruits,NA,224.25031070130083,NA
48,growStipe,subcanopy,NA,225.28399622121594,NA
48,growStipe,canopy,NA,61.80864609064894,NA
48,growFrond,recruits,NA,0.2080023902625375,NA
48,growFrond,subcanopy,NA,0.196049623496695,NA
48,growFrond,canopy,NA,0.4217320624273903,NA
48,loss,NA,NA,0.43897132736258726,NA
48,densityEffShape,NA,NA,0.8384656596463174,NA
49,growStipe,recruits,NA,201.5007009296257,NA
49,growStipe,subcanopy,NA,212.62721245124138,NA
49,growStipe,canopy,NA,55.43968732558502,NA
49,growFrond,recruits,NA,0.1970020822932901,NA
49,growFrond,subcanopy,NA,0.27756108769870247,NA
49,growFrond,canopy,NA,0.35345908074400934,NA
49,loss,NA,NA,0.06093014713382378,NA
49,densityEffShape,NA,NA,1.3273144853301346,NA
50,growStipe,recruits,NA,211.01080072367728,NA
50,growStipe,subcanopy,NA,169.62539111180644,NA
50,growStipe,canopy,NA,67.66524556323182,NA
50,growFrond,recruits,NA,0.19108125696632586,NA
50,growFrond,subcanopy,NA,0.23882827097888207,NA
50,growFrond,canopy,NA,0.36382020556515504,NA
50,loss,NA,NA,0.0555330655458636,NA
50,densityEffShape,NA,NA,0.6954410022590309,NA
51,growStipe,recruits,NA,158.01373303302407,NA
51,growStipe,subcanopy,NA,199.10756508494637,NA
51,growStipe,canopy,NA,53.06300578496795,NA
51,growFrond,recruits,NA,0.17372303533963865,NA
51,growFrond,subcanopy,NA,0.1815178529236698,NA
51,growFrond,canopy,NA,0.3710256740822709,NA
51,loss,NA,NA,0.07090428112057337,NA
51,densityEffShape,NA,NA,1.0515620645601302,NA
52,growStipe,recruits,NA,221.68342215685743,NA
52,growStipe,subcanopy,NA,162.00169389754245,NA
52,growStipe,canopy,NA,59.85864765522862,NA
52,growFrond,recruits,NA,0.16389488453295298,NA
52,growFrond,subcanopy,NA,0.2796667299066557,NA
52,growFrond,canopy,NA,0.393588415105783,NA
52,loss,NA,NA,0.3016666004918298,NA
52,densityEffShape,NA,NA,0.5443513344507664,NA
53,growStipe,recruits,NA,228.35885545474017,NA
53,growStipe,subcanopy,NA,181.3793419915759,NA
53,growStipe,canopy,NA,69.88449794105118,NA
53,growFrond,recruits,NA,0.1736967824421271,NA
53,growFrond,subcanopy,NA,0.2212086784880055,NA
53,growFrond,canopy,NA,0.3584016225263847,NA
53,loss,NA,NA,0.33798394329099224,NA
53,densityEffShape,NA,NA,1.375357101438567,NA
54,growStipe,recruits,NA,165.50248111899973,NA
54,growStipe,subcanopy,NA,178.76586791027648,NA
54,growStipe,canopy,NA,71.15189545938563,NA
54,growFrond,recruits,NA,0.17378300521862508,NA
54,growFrond,subcanopy,NA,0.17897323093370035,NA
54,growFrond,canopy,NA,0.38635261017486405,NA
54,loss,NA,NA,0.3525672654723865,NA
54,densityEffShape,NA,NA,0.6962584231514484,NA
55,growStipe,recruits,NA,223.20900451169518,NA
55,growStipe,subcanopy,NA,211.9034474600506,NA
55,growStipe,canopy,NA,62.05290228023808,NA
55,growFrond,recruits,NA,0.20609297091773035,NA
55,growFrond,subcanopy,NA,0.20704397702726518,NA
55,growFrond,canopy,NA,0.4417715685429687,NA
55,loss,NA,NA,0.2829568314258125,NA
55,densityEffShape,NA,NA,0.8696831169072539,NA
56,growStipe,recruits,NA,197.41753310683512,NA
56,growStipe,subcanopy,NA,177.03032816233295,NA
56,growStipe,canopy,NA,54.191088509527276,NA
56,growFrond,recruits,NA,0.15657201786835312,NA
56,growFrond,subcanopy,NA,0.28199843189790696,NA
56,growFrond,canopy,NA,0.4575953293395186,NA
56,loss,NA,NA,0.1602663487694812,NA
56,densityEffShape,NA,NA,1.0554580125026405,NA
57,growStipe,recruits,NA,218.60016100354153,NA
57,growStipe,subcanopy,NA,200.7115792910954,NA
57,growStipe,canopy,NA,65.31069067017378,NA
57,growFrond,recruits,NA,0.17106232502009305,NA
57,growFrond,subcanopy,NA,0.2271900788595535,NA
57,growFrond,canopy,NA,0.42688884180333425,NA
57,loss,NA,NA,0.41805398612784284,NA
57,densityEffShape,NA,NA,0.6999715575948358,NA
58,growStipe,recruits,NA,220.63370493135557,NA
58,growStipe,subcanopy,NA,167.327732124382,NA
58,growStipe,canopy,NA,64.0910208944743,NA
58,growFrond,recruits,NA,0.20475044382104668,NA
58,growFrond,subcanopy,NA,0.29001833032294694,NA
58,growFrond,canopy,NA,0.4263537614767594,NA
58,loss,NA,NA,0.1419765692566694,NA
58,densityEffShape,NA,NA,0.9318149965256453,NA
59,growStipe,recruits,NA,225.88032083933723,NA
59,growStipe,subcanopy,NA,174.5108729176112,NA
59,growStipe,canopy,NA,56.04211922045135,NA
59,growFrond,recruits,NA,0.15575501493066052,NA
59,growFrond,subcanopy,NA,0.21071368287000414,NA
59,growFrond,canopy,NA,0.4314365403385142,NA
59,loss,NA,NA,0.09046093180700611,NA
59,densityEffShape,NA,NA,1.4037584408652037,NA
60,growStipe,recruits,NA,185.4587592083983,NA
60,growStipe,subcanopy,NA,177.5751354034787,NA
60,growStipe,canopy,NA,71.71966302753165,NA
60,growFrond,recruits,NA,0.19920290775162913,NA
60,growFrond,subcanopy,NA,0.20565892071392655,NA
60,growFrond,canopy,NA,0.360686384010239,NA
60,loss,NA,NA,0.15769726463346753,NA
60,densityEffShape,NA,NA,1.4251658583525568,NA
61,growStipe,recruits,NA,214.76181586760433,NA
61,growStipe,subcanopy,NA,214.4797082396596,NA
61,growStipe,canopy,NA,58.366080721367375,NA
61,growFrond,recruits,NA,0.19302618245989903,NA
61,growFrond,subcanopy,NA,0.17680137590759865,NA
61,growFrond,canopy,NA,0.3776435330956431,NA
61,loss,NA,NA,0.08051070989621115,NA
61,densityEffShape,NA,NA,0.8104739459231496,NA
62,growStipe,recruits,NA,166.23150192898407,NA
62,growStipe,subcanopy,NA,177.01780489365444,NA
62,growStipe,canopy,NA,65.30437806068568,NA
62,growFrond,recruits,NA,0.16344207884967718,NA
62,growFrond,subcanopy,NA,0.1890544128585952,NA
62,growFrond,canopy,NA,0.46428171331553836,NA
62,loss,NA,NA,0.17989834122736537,NA
62,densityEffShape,NA,NA,0.8246331284753978,NA
63,growStipe,recruits,NA,183.1960427656018,NA
63,growStipe,subcanopy,NA,164.70980518092412,NA
63,growStipe,canopy,NA,50.53098561260373,NA
63,growFrond,recruits,NA,0.17478107130485865,NA
63,growFrond,subcanopy,NA,0.2812907453213854,NA
63,growFrond,canopy,NA,0.4068972815223322,NA
63,loss,NA,NA,0.35228014663029206,NA
63,densityEffShape,NA,NA,1.054375258507207,NA
64,growStipe,recruits,NA,160.8952559362494,NA
64,growStipe,subcanopy,NA,207.70628545345704,NA
64,growStipe,canopy,NA,50.0454201978352,NA
64,growFrond,recruits,NA,0.16164436993238077,NA
64,growFrond,subcanopy,NA,0.21708503160888887,NA
64,growFrond,canopy,NA,0.4127503685625941,NA
64,loss,NA,NA,0.3401311428739565,NA
64,densityEffShape,NA,NA,1.2790474398061633,NA
65,growStipe,recruits,NA,182.92897513793056,NA
65,growStipe,subcanopy,NA,189.35236807262544,NA
65,growStipe,canopy,NA,49.5320088190917,NA
65,growFrond,recruits,NA,0.18223002573548922,NA
65,growFrond,subcanopy,NA,0.1956734315882369,NA
65,growFrond,canopy,NA,0.46391670885862546,NA
65,loss,NA,NA,0.19601462584591792,NA
65,densityEffShape,NA,NA,1.3708356956485659,NA
66,growStipe,recruits,NA,209.6282804273634,NA
66,growStipe,subcanopy,NA,192.07319215232948,NA
66,growStipe,canopy,NA,42.8880319491531,NA
66,growFrond,recruits,NA,0.16715570821772138,NA
66,growFrond,subcanopy,NA,0.18675109667723241,NA
66,growFrond,canopy,NA,0.40020381493909424,NA
66,loss,NA,NA,0.24601415827014383,NA
66,densityEffShape,NA,NA,0.8459971167612821,NA
67,growStipe,recruits,NA,157.40911099753637,NA
67,growStipe,subcanopy,NA,177.58711400737945,NA
67,growStipe,canopy,NA,45.38550172906479,NA
67,growFrond,recruits,NA,0.18210728723052108,NA
67,growFrond,subcanopy,NA,0.19989655152866295,NA
67,growFrond,canopy,NA,0.4419064623019603,NA
67,loss,NA,NA,0.4294465816881685,NA
67,densityEffShape,NA,NA,1.1439313909504563,NA
68,growStipe,recruits,NA,176.16487797992713,NA
68,growStipe,subcanopy,NA,164.99018457287383,NA
68,growStipe,canopy,NA,49.05463185057437,NA
68,growFrond,recruits,NA,0.15145776185755336,NA
