parDraw,param,stage,exposure,val,exposureNum
51,surv,canopy,low,0.2039667877577222,1
51,settlement,NA,low,182.5290532421123,1
52,surv,recruits,low,0.05870396910887649,1
52,surv,subcanopy,low,0.8464227950835017,1
52,surv,canopy,low,0.493963077074271,1
52,settlement,NA,low,311.5941702266364,1
53,surv,recruits,low,0.0128757849317188,1
53,surv,subcanopy,low,0.7995737694409468,1
53,surv,canopy,low,0.2885092154758322,1
53,settlement,NA,low,171.8884507359616,1
54,surv,recruits,low,0.10752379031967466,1
54,surv,subcanopy,low,0.3558012126446425,1
54,surv,canopy,low,0.3890650280236976,1
54,settlement,NA,low,891.3986869671485,1
55,surv,recruits,low,0.08071263076817298,1
55,surv,subcanopy,low,0.23531285526018658,1
55,surv,canopy,low,0.6048684145690204,1
55,settlement,NA,low,496.383176754716,1
56,surv,recruits,low,0.09530959387000264,1
56,surv,subcanopy,low,0.7407983717916512,1
56,surv,canopy,low,0.5762921595279862,1
56,settlement,NA,low,457.1942916706879,1
57,surv,recruits,low,0.08653760136385856,1
57,surv,subcanopy,low,0.26324930232164767,1
57,surv,canopy,low,0.4807600482266047,1
57,settlement,NA,low,206.97934575411165,1
58,surv,recruits,low,0.0934146177346854,1
58,surv,subcanopy,low,0.785262284998139,1
58,surv,canopy,low,0.6293727437231824,1
58,settlement,NA,low,647.3021604737355,1
59,surv,recruits,low,0.10853191030622508,1
59,surv,subcanopy,low,0.525771552285063,1
59,surv,canopy,low,0.43257690595571996,1
59,settlement,NA,low,324.59162111202124,1
60,surv,recruits,low,0.16409356561300698,1
60,surv,subcanopy,low,0.6935296284625961,1
60,surv,canopy,low,0.568968228314813,1
60,settlement,NA,low,778.1733628089737,1
61,surv,recruits,low,0.003378693566394648,1
61,surv,subcanopy,low,0.6539875272372856,1
61,surv,canopy,low,0.6133684532015506,1
61,settlement,NA,low,430.23910270171035,1
62,surv,recruits,low,0.19033257003222354,1
62,surv,subcanopy,low,0.513797206766445,1
62,surv,canopy,low,0.3614180300632962,1
62,settlement,NA,low,332.5484371340797,1
63,surv,recruits,low,0.17630771495154138,1
63,surv,subcanopy,low,0.7231831091003494,1
63,surv,canopy,low,0.44831442502053337,1
63,settlement,NA,low,528.611876916659,1
64,surv,recruits,low,0.13706643699014845,1
64,surv,subcanopy,low,0.3190892234654116,1
64,surv,canopy,low,0.5873567544481864,1
64,settlement,NA,low,551.863357752412,1
65,surv,recruits,low,0.06182679936706039,1
65,surv,subcanopy,low,0.3252309033183706,1
65,surv,canopy,low,0.25006197385574785,1
65,settlement,NA,low,218.4077220491451,1
66,surv,recruits,low,0.16971041432244494,1
66,surv,subcanopy,low,0.14117459599735516,1
66,surv,canopy,low,0.668197246508397,1
66,settlement,NA,low,654.1923115229231,1
67,surv,recruits,low,0.009526396106327314,1
67,surv,subcanopy,low,0.7310865529105054,1
67,surv,canopy,low,0.6655756170199629,1
67,settlement,NA,low,617.7641966101608,1
68,surv,recruits,low,0.16504132904111635,1
68,surv,subcanopy,low,0.26749841212612013,1
68,surv,canopy,low,0.5384306929664149,1
68,settlement,NA,low,672.801877452014,1
69,surv,recruits,low,0.07970910951089123,1
69,surv,subcanopy,low,0.5406517005023913,1
69,surv,canopy,low,0.5648047666347393,1
69,settlement,NA,low,347.14927676256707,1
70,surv,recruits,low,0.054992598630687756,1
70,surv,subcanopy,low,0.46821443479640246,1
70,surv,canopy,low,0.3140408564068333,1
70,settlement,NA,low,907.0906420294241,1
71,surv,recruits,low,0.17519677476881482,1
71,surv,subcanopy,low,0.40790592692965755,1
71,surv,canopy,low,0.4773457405088948,1
71,settlement,NA,low,124.44967241221741,1
72,surv,recruits,low,0.1757311509174482,1
72,surv,subcanopy,low,0.2008322559068406,1
72,surv,canopy,low,0.5897162292125178,1
72,settlement,NA,low,768.6023609764331,1
73,surv,recruits,low,0.19744272711529862,1
73,surv,subcanopy,low,0.2774673506998547,1
73,surv,canopy,low,0.4403415389433735,1
73,settlement,NA,low,768.2813180274904,1
74,surv,recruits,low,0.17024923030397573,1
74,surv,subcanopy,low,0.8039498846611043,1
74,surv,canopy,low,0.7129254595975241,1
74,settlement,NA,low,500.921724713274,1
75,surv,recruits,low,0.15859793888527343,1
75,surv,subcanopy,low,0.5503245627933062,1
75,surv,canopy,low,0.22243465159778839,1
75,settlement,NA,low,379.702144450932,1
76,surv,recruits,low,0.15812536591124668,1
76,surv,subcanopy,low,0.3905040031929556,1
76,surv,canopy,low,0.6575177100728935,1
76,settlement,NA,low,198.89444136795396,1
77,surv,recruits,low,0.16160212343108762,1
77,surv,subcanopy,low,0.532811086138635,1
77,surv,canopy,low,0.20644826739807567,1
77,settlement,NA,low,166.59322721543066,1
78,surv,recruits,low,0.18172709677442447,1
78,surv,subcanopy,low,0.391694359070183,1
78,surv,canopy,low,0.6441175636387845,1
78,settlement,NA,low,159.95472564644928,1
79,surv,recruits,low,0.0680187494065717,1
79,surv,subcanopy,low,0.7444970195977217,1
79,surv,canopy,low,0.49350650579512684,1
79,settlement,NA,low,541.1249713632631,1
80,surv,recruits,low,0.15095896532096975,1
80,surv,subcanopy,low,0.3136647416761619,1
80,surv,canopy,low,0.3972284065259507,1
80,settlement,NA,low,525.9078381337881,1
81,surv,recruits,low,0.04022078272591938,1
81,surv,subcanopy,low,0.32824140926494005,1
81,surv,canopy,low,0.5064354784534782,1
81,settlement,NA,low,827.9835766672868,1
82,surv,recruits,low,0.18141142670673405,1
82,surv,subcanopy,low,0.3970509346009663,1
82,surv,canopy,low,0.22926306274125993,1
82,settlement,NA,low,299.21561723961895,1
83,surv,recruits,low,0.03590392003905635,1
83,surv,subcanopy,low,0.8482522874204316,1
83,surv,canopy,low,0.6262276772723505,1
83,settlement,NA,low,718.565493485246,1
84,surv,recruits,low,0.006616231193352481,1
84,surv,subcanopy,low,0.21730919588453135,1
84,surv,canopy,low,0.535200704607877,1
84,settlement,NA,low,149.56749800372984,1
85,surv,recruits,low,0.08532900242034698,1
85,surv,subcanopy,low,0.8164340478438675,1
85,surv,canopy,low,0.6937341495489502,1
85,settlement,NA,low,258.296924038968,1
86,surv,recruits,low,0.12283277336225368,1
86,surv,subcanopy,low,0.5999010879786356,1
86,surv,canopy,low,0.3287267611777096,1
86,settlement,NA,low,267.31846431573877,1
87,surv,recruits,low,0.05033320907040795,1
87,surv,subcanopy,low,0.5811365706823138,1
87,surv,canopy,low,0.5299847834754234,1
87,settlement,NA,low,927.3332067034173,1
88,surv,recruits,low,0.06140302458880327,1
88,surv,subcanopy,low,0.31863530562775955,1
88,surv,canopy,low,0.4759299124071494,1
88,settlement,NA,low,837.6695748862196,1
89,surv,recruits,low,0.1019049667224104,1
89,surv,subcanopy,low,0.20435094456334724,1
89,surv,canopy,low,0.598498183702771,1
89,settlement,NA,low,556.4254293626085,1
90,surv,recruits,low,0.12926834104098128,1
90,surv,subcanopy,low,0.27737135165135246,1
90,surv,canopy,low,0.7418811821567293,1
90,settlement,NA,low,671.5885929507294,1
91,surv,recruits,low,0.04697303815588488,1
91,surv,subcanopy,low,0.4682010560204374,1
91,surv,canopy,low,0.2640258519818425,1
91,settlement,NA,low,573.3300712027437,1
92,surv,recruits,low,0.19467468894465548,1
92,surv,subcanopy,low,0.17962125456859654,1
92,surv,canopy,low,0.6404929494321745,1
92,settlement,NA,low,493.47842321812396,1
93,surv,recruits,low,0.07427593786158859,1
93,surv,subcanopy,low,0.4838815738068184,1
93,surv,canopy,low,0.4998522501488678,1
93,settlement,NA,low,426.1070082173753,1
94,surv,recruits,low,0.08907854762496299,1
94,surv,subcanopy,low,0.1752874004664956,1
94,surv,canopy,low,0.46177345608823306,1
94,settlement,NA,low,136.759103658078,1
95,surv,recruits,low,0.004349583169732631,1
95,surv,subcanopy,low,0.7379639703816185,1
95,surv,canopy,low,0.5597322029992675,1
95,settlement,NA,low,333.8989994901735,1
96,surv,recruits,low,0.157006138870191,1
96,surv,subcanopy,low,0.7944681934267168,1
96,surv,canopy,low,0.7266918402072151,1
96,settlement,NA,low,817.672286744028,1
97,surv,recruits,low,0.101107800268842,1
97,surv,subcanopy,low,0.5475529246511337,1
97,surv,canopy,low,0.3581769055384092,1
97,settlement,NA,low,865.2140525242669,1
98,surv,recruits,low,0.06932475952386223,1
98,surv,subcanopy,low,0.8915844754929124,1
98,surv,canopy,low,0.30427882655054084,1
98,settlement,NA,low,451.19075951800886,1
99,surv,recruits,low,0.05320940067615055,1
99,surv,subcanopy,low,0.2591021267860837,1
99,surv,canopy,low,0.19228023342995068,1
99,settlement,NA,low,335.80999698612425,1
100,surv,recruits,low,0.13642904878961012,1
100,surv,subcanopy,low,0.23500545670908157,1
100,surv,canopy,low,0.7342481023058494,1
100,settlement,NA,low,156.26101446165393,1
101,surv,recruits,low,0.018580315489171315,1
101,surv,subcanopy,low,0.2096526481389421,1
101,surv,canopy,low,0.7481286088878736,1
101,settlement,NA,low,353.2974087371713,1
102,surv,recruits,low,0.04272596458071842,1
102,surv,subcanopy,low,0.2852136099588872,1
102,surv,canopy,low,0.7461519491112076,1
102,settlement,NA,low,353.5176009701613,1
103,surv,recruits,low,0.15153977442812033,1
103,surv,subcanopy,low,0.37438616499362587,1
103,surv,canopy,low,0.27399087202214645,1
103,settlement,NA,low,301.7694194465695,1
104,surv,recruits,low,0.19689044665999936,1
104,surv,subcanopy,low,0.8989035061837415,1
104,surv,canopy,low,0.4876802206803632,1
104,settlement,NA,low,632.4764706183016,1
105,surv,recruits,low,0.07175075898835626,1
105,surv,subcanopy,low,0.23644085794697806,1
105,surv,canopy,low,0.2863022120172015,1
105,settlement,NA,low,353.9613050703766,1
106,surv,recruits,low,0.1024240190746369,1
106,surv,subcanopy,low,0.16137422246616911,1
106,surv,canopy,low,0.6206222040282817,1
106,settlement,NA,low,533.3158735605931,1
107,surv,recruits,low,0.18357627124968817,1
107,surv,subcanopy,low,0.3217455598474904,1
107,surv,canopy,low,0.6579803315774757,1
107,settlement,NA,low,292.47494474876066,1
108,surv,recruits,low,5.993585874782241e-4,1
108,surv,subcanopy,low,0.6342235351588017,1
108,surv,canopy,low,0.6500335041322259,1
108,settlement,NA,low,549.2858395408239,1
109,surv,recruits,low,0.05691629513529407,1
109,surv,subcanopy,low,0.8948541999098578,1
109,surv,canopy,low,0.6398174923309046,1
109,settlement,NA,low,427.60950124628346,1
110,surv,recruits,low,0.11033283832075473,1
110,surv,subcanopy,low,0.8331839756360432,1
110,surv,canopy,low,0.40058796041979444,1
110,settlement,NA,low,252.85400528098327,1
111,surv,recruits,low,0.10139101975161864,1
111,surv,subcanopy,low,0.28719576050261025,1
111,surv,canopy,low,0.3325300068046189,1
111,settlement,NA,low,582.7655949170179,1
112,surv,recruits,low,0.06948759451529507,1
112,surv,subcanopy,low,0.16500387704082461,1
112,surv,canopy,low,0.49229322825173294,1
112,settlement,NA,low,328.2866494127328,1
113,surv,recruits,low,0.05576771527406053,1
113,surv,subcanopy,low,0.2609467730522315,1
113,surv,canopy,low,0.28298313392989954,1
113,settlement,NA,low,231.45165457321494,1
114,surv,recruits,low,0.028082351265193813,1
114,surv,subcanopy,low,0.9149149203019166,1
114,surv,canopy,low,0.21832584637126268,1
114,settlement,NA,low,904.3292666028385,1
115,surv,recruits,low,0.05537094153905389,1
115,surv,subcanopy,low,0.2072230970048398,1
115,surv,canopy,low,0.45451014386769667,1
115,settlement,NA,low,619.0197752098941,1
116,surv,recruits,low,0.194377351563085,1
116,surv,subcanopy,low,0.7756105736362363,1
116,surv,canopy,low,0.47089582755809706,1
116,settlement,NA,low,600.1553427160029,1
117,surv,recruits,low,0.12172216881181001,1
117,surv,subcanopy,low,0.5262893865420634,1
117,surv,canopy,low,0.3415674912555966,1
117,settlement,NA,low,344.7402346717074,1
118,surv,recruits,low,0.013458606311365574,1
118,surv,subcanopy,low,0.6789625602048658,1
118,surv,canopy,low,0.4731232255880447,1
118,settlement,NA,low,634.250248390219,1
119,surv,recruits,low,0.008359105240865658,1
119,surv,subcanopy,low,0.3834757730547258,1
119,surv,canopy,low,0.5988464433706799,1
119,settlement,NA,low,848.2230629207957,1
120,surv,recruits,low,0.012947897194103542,1
120,surv,subcanopy,low,0.7335520097276587,1
120,surv,canopy,low,0.6647871089995729,1
120,settlement,NA,low,183.56229649517195,1
121,surv,recruits,low,0.034076180808736846,1
121,surv,subcanopy,low,0.40588863653777474,1
121,surv,canopy,low,0.6068442099519626,1
121,settlement,NA,low,390.6533524383286,1
122,surv,recruits,low,0.08004147669691844,1
122,surv,subcanopy,low,0.6249100795265715,1
122,surv,canopy,low,0.4075316358662535,1
122,settlement,NA,low,442.6684021178494,1
123,surv,recruits,low,0.10196432108589716,1
123,surv,subcanopy,low,0.7710621654573919,1
123,surv,canopy,low,0.515481071570258,1
123,settlement,NA,low,262.55872412034694,1
124,surv,recruits,low,0.042954931439779756,1
124,surv,subcanopy,low,0.9084923368395665,1
124,surv,canopy,low,0.5968098988584768,1
124,settlement,NA,low,370.752455551148,1
125,surv,recruits,low,0.17627704661507604,1
125,surv,subcanopy,low,0.6073245910575054,1
125,surv,canopy,low,0.7263920293034274,1
125,settlement,NA,low,719.5732271771412,1
126,surv,recruits,low,0.13725912071332338,1
126,surv,subcanopy,low,0.17028970082720857,1
126,surv,canopy,low,0.30792450047121345,1
126,settlement,NA,low,644.0160823737228,1
127,surv,recruits,low,0.08943593529648293,1
127,surv,subcanopy,low,0.4750428348178672,1
127,surv,canopy,low,0.5918411256146434,1
127,settlement,NA,low,614.6922639837044,1
128,surv,recruits,low,0.16296047738737024,1
128,surv,subcanopy,low,0.8253121242365531,1
128,surv,canopy,low,0.4845374688307733,1
128,settlement,NA,low,365.76133130686276,1
129,surv,recruits,low,0.10394043075938891,1
129,surv,subcanopy,low,0.46644445743213897,1
129,surv,canopy,low,0.46085182453621043,1
129,settlement,NA,low,185.82980965269638,1
130,surv,recruits,low,0.15709584193352047,1
130,surv,subcanopy,low,0.6163424929496039,1
130,surv,canopy,low,0.2339258855776331,1
130,settlement,NA,low,368.27517198516466,1
131,surv,recruits,low,0.18853260415435208,1
131,surv,subcanopy,low,0.8564871667453381,1
131,surv,canopy,low,0.3732403459419747,1
131,settlement,NA,low,463.17348112647903,1
132,surv,recruits,low,0.10269098360153485,1
132,surv,subcanopy,low,0.8158023448025489,1
132,surv,canopy,low,0.3185501960290765,1
132,settlement,NA,low,787.7221216050721,1
133,surv,recruits,low,0.19015614463000852,1
133,surv,subcanopy,low,0.4019252474135557,1
133,surv,canopy,low,0.194692892817203,1
133,settlement,NA,low,131.34107085901525,1
134,surv,recruits,low,0.03921031815357413,1
134,surv,subcanopy,low,0.285205906662124,1
134,surv,canopy,low,0.3072512249161049,1
134,settlement,NA,low,421.98026775130205,1
135,surv,recruits,low,0.11622800193008204,1
135,surv,subcanopy,low,0.4160237264722058,1
135,surv,canopy,low,0.6631193133111146,1
135,settlement,NA,low,413.0001700826465,1
136,surv,recruits,low,0.010650870922461735,1
136,surv,subcanopy,low,0.2046348254419478,1
136,surv,canopy,low,0.34988606690183094,1
136,settlement,NA,low,603.5869265896656,1
137,surv,recruits,low,0.17772430523458654,1
137,surv,subcanopy,low,0.29799627106172194,1
137,surv,canopy,low,0.3574441672300279,1
137,settlement,NA,low,639.7405823555603,1
138,surv,recruits,low,0.17982168934817272,1
138,surv,subcanopy,low,0.7770059655478279,1
138,surv,canopy,low,0.5729595445786293,1
138,settlement,NA,low,391.2962174044847,1
139,surv,recruits,low,0.037830000726783546,1
139,surv,subcanopy,low,0.2672053230584178,1
139,surv,canopy,low,0.43636883155352674,1
139,settlement,NA,low,915.9967834462586,1
140,surv,recruits,low,0.1921691889744349,1
140,surv,subcanopy,low,0.44731621886587514,1
140,surv,canopy,low,0.48887369132343406,1
140,settlement,NA,low,729.2011799817708,1
141,surv,recruits,low,0.0473720586588448,1
141,surv,subcanopy,low,0.5772260914917264,1
141,surv,canopy,low,0.7241630018462069,1
141,settlement,NA,low,605.987966525395,1
142,surv,recruits,low,0.10048536114216866,1
142,surv,subcanopy,low,0.2769123776585189,1
142,surv,canopy,low,0.6710622279022704,1
142,settlement,NA,low,218.49191279376157,1
143,surv,recruits,low,0.1745217453685684,1
143,surv,subcanopy,low,0.8962425288881266,1
143,surv,canopy,low,0.6707171756179486,1
143,settlement,NA,low,662.3066820323822,1
144,surv,recruits,low,0.044492003755428236,1
144,surv,subcanopy,low,0.7850019543075103,1
144,surv,canopy,low,0.32787738543260314,1
144,settlement,NA,low,162.5689857914603,1
145,surv,recruits,low,0.018588760229737628,1
145,surv,subcanopy,low,0.3150869089275569,1
145,surv,canopy,low,0.4051798813477084,1
145,settlement,NA,low,290.6022786091054,1
146,surv,recruits,low,0.16717593874382658,1
146,surv,subcanopy,low,0.6137848088781674,1
146,surv,canopy,low,0.19212480174820026,1
146,settlement,NA,low,298.84949957126537,1
147,surv,recruits,low,0.16451094120523055,1
147,surv,subcanopy,low,0.6876879114471488,1
147,surv,canopy,low,0.33104836101078283,1
147,settlement,NA,low,496.4513442627728,1
148,surv,recruits,low,0.19567421538951213,1
148,surv,subcanopy,low,0.2264051741082309,1
148,surv,canopy,low,0.5748379198969757,1
148,settlement,NA,low,798.8357365512054,1
149,surv,recruits,low,0.08404174497897576,1
149,surv,subcanopy,low,0.9070454063819979,1
149,surv,canopy,low,0.26797764876421737,1
149,settlement,NA,low,755.4124280843057,1
150,surv,recruits,low,0.020712313243466108,1
150,surv,subcanopy,low,0.6759294412808556,1
150,surv,canopy,low,0.3965516012304795,1
150,settlement,NA,low,475.4199418715123,1
151,surv,recruits,low,0.12261775868325842,1
151,surv,subcanopy,low,0.17448903710178176,1
151,surv,canopy,low,0.3735468577543212,1
151,settlement,NA,low,127.4268219397087,1
152,surv,recruits,low,0.17057116758197852,1
152,surv,subcanopy,low,0.5662213271821429,1
152,surv,canopy,low,0.4190846648440084,1
152,settlement,NA,low,808.6665132331516,1
153,surv,recruits,low,0.0765483136222882,1
153,surv,subcanopy,low,0.9038573801371875,1
153,surv,canopy,low,0.6081518549872116,1
153,settlement,NA,low,161.7971091281851,1
154,surv,recruits,low,0.12901730473440082,1
154,surv,subcanopy,low,0.5187325092237813,1
154,surv,canopy,low,0.6182962185511771,1
154,settlement,NA,low,665.0831001973595,1
155,surv,recruits,low,0.09088858104231391,1
155,surv,subcanopy,low,0.3855653839666765,1
155,surv,canopy,low,0.25562069953046435,1
155,settlement,NA,low,355.70420304032575,1
156,surv,recruits,low,0.18408545598513965,1
156,surv,subcanopy,low,0.11305751480348028,1
156,surv,canopy,low,0.484971491717775,1
156,settlement,NA,low,218.18635252310145,1
157,surv,recruits,low,0.055650528301368345,1
157,surv,subcanopy,low,0.3675507121760135,1
157,surv,canopy,low,0.30722836929009745,1
157,settlement,NA,low,295.71721020451116,1
158,surv,recruits,low,0.1917351262208273,1
